"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 16 16:41:48 GMT 2023","Mon Oct 16 16:41:49 GMT 2023","1313","ESAssessment","Add n number of elements and assert that they exist","test.ESAssessmentTest","test.ESAssessmentTest","theScenario","theScenario",""
