"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 16 17:25:39 GMT 2023","Mon Oct 16 17:25:41 GMT 2023","1933","ESAssessment","Add n number of elements and assert that they exist","test.ESAssessmentTest","test.ESAssessmentTest","theScenario","theScenario",""
