"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 16 18:25:13 GMT 2023","Mon Oct 16 18:25:14 GMT 2023","1072","ESAssessment","Add n number of elements and assert that they exist","test.ESAssessmentTest","test.ESAssessmentTest","theScenario","theScenario",""
