"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 16 18:47:36 GMT 2023","Mon Oct 16 18:47:37 GMT 2023","530","ESAssessment","Add n number of elements and assert that they exist","test.ESAssessmentTest","test.ESAssessmentTest","theScenario","theScenario",""
